account_id,account_name,website_domain,industry,employee_count,segment,billing_country,region,annual_revenue_eur,created_date
001A002905,Sellaworks LLC,sellaworks.co,Logistics & Transport,31,Commercial,United States,North America,2568000.00,2023-05-03
001A002906,Opallabs Digital Pty Ltd,opallabs.net,Software & SaaS,283,Mid-Market,Australia,APAC,22404000.00,2023-02-02
001A002907,Briowave AG,briowave.de,software,101,Commercial,Germany,EMEA - DACH,10983000.00,2023-03-23
001A002908,Mosamark Digital Pvt Ltd,mosamark.co,E-commerce & Retail,142,Commercial,India,APAC,20914000.00,2021-10-27
001A002909,Ciragrid Partners Inc.,ciragrid.de,,70,Commercial,United States,North America,18770000.00,2023-02-09
001A002910,Opalfield Inc.,opalfield.co,software,41,Commercial,United States,North America,6273000.00,2023-05-22
001A002911,Granpoint GmbH,granpoint.io,Manufacturing,1229,Mid-Market,Austria,EMEA - DACH,75081000.00,2022-10-03
001A002912,Koraware AS,koraware.io,Energy & Utilities,20,Commercial,Norway,EMEA - North,4287000.00,2022-02-07
001A002913,Talamark Inc.,talamark.co,Logistics & Transport,290,Mid-Market,United States,North America,61454000.00,2023-01-28
001A002914,Opalnet S.r.l.,opalnet.com,Financial Services,226,Commercial,Italy,EMEA - South,25527000.00,2023-12-10
001A002915,Veraware Holding GmbH,veraware.co,Healthcare & Life Sciences,11,Commercial,Austria,EMEA - DACH,1950000.00,2022-12-30
001A002916,Ternmark plc,ternmark.co,Software & SaaS,29,Commercial,United Kingdom,EMEA - UK&I,10973000.00,2021-12-08
001A002917,Lyraflow Inc.,lyraflow.net,Financial Services,38,Commercial,Canada,North America,3620000.00,2021-11-18
001A002918,Deltafield GmbH,deltafield.io,Public Sector,241,Commercial,Germany,EMEA - DACH,68615000.00,2022-02-18
001A002919,Lyracore Inc.,lyracore.com,Energy & Utilities,58,Commercial,United States,North America,19830000.00,2022-09-13
001A002920,Granworks K.K.,granworks.io,,89,Commercial,Japan,APAC,15824000.00,2021-08-03
001A002921,Sellamark SE,sellamark.eu,Software & SaaS,12,Commercial,Germany,EMEA - DACH,918000.00,2023-09-28
001A002922,Halodata Solutions GmbH,halodata.de,E-commerce & Retail,3662,Enterprise,Austria,EMEA - DACH,1283481000.00,2023-09-15
001A002923,Straware Corp.,straware.com,Manufacturing,113,Commercial,United States,North America,31325000.00,2022-03-31
001A002924,Talamark AG,talamark.io,Software & SaaS,218,Commercial,Germany,EMEA - DACH,48470000.00,2022-01-08
001A002925,Runebridge Solutions Corp.,runebridge.eu,Software & SaaS,45,Commercial,United States,North America,6977000.00,2023-06-27
001A002926,Altoware LLC,altoware.net,E-commerce & Retail,38,Commercial,United States,North America,12176000.00,2023-03-29
001A002927,Runewave LLC,runewave.com,Financial Services,1931,Mid-Market,United States,North America,185522000.00,2023-06-08
001A002928,Cirastack B.V.,cirastack.co,Logistics & Transport,7,Commercial,Netherlands,EMEA - North,1873000.00,2023-05-23
001A002929,Xenoline Corp.,xenoline.net,Media & Marketing,155,Commercial,United States,North America,20447000.00,2023-12-15
001A002930,Boreasys Inc.,boreasys.com,Healthcare & Life Sciences,17,Commercial,United States,North America,995000.00,2023-07-01
001A002931,Mosafield Digital Ltd,mosafield.com,Manufacturing,55,Commercial,United Kingdom,EMEA - UK&I,4816000.00,2022-04-21
001A002932,Runeware LLC,runeware.de,Logistics & Transport,39,Commercial,United States,North America,7951000.00,2022-03-26
001A002933,Nexabridge Ltda,nexabridge.com,Software & SaaS,24,Commercial,Brazil,LATAM,4388000.00,2021-11-02
001A002934,Talavik Inc.,talavik.co,Education,107,Commercial,United States,North America,22336000.00,2021-09-05
001A002935,Opalstack Systems AB,opalstack.eu,Software,4,Commercial,Sweden,EMEA - North,513000.00,2023-06-24
001A002936,Ivenline SAS,ivenline.de,,63,Commercial,France,EMEA - South,11441000.00,2022-05-25
001A002937,Wendfield Digital AG,wendfield.net,Software & SaaS,88,Commercial,Germany,EMEA - DACH,20492000.00,2023-01-08
001A002938,Nexafield plc,nexafield.net,Logistics & Transport,14,Commercial,United Kingdom,EMEA - UK&I,9230000.00,2023-05-07
001A002939,Solvworks Holding GmbH,solvworks.eu,Software & SaaS,1040,Mid-Market,Germany,EMEA - DACH,131514000.00,2022-04-26
001A002940,Brammark Group K.K.,brammark.co,Logistics & Transport,42,Commercial,Japan,APAC,12428000.00,2023-01-07
001A002941,Vexpoint Holding Ltd,vexpoint.com,Healthcare & Life Sciences,71,Commercial,United Kingdom,EMEA - UK&I,16744000.00,2022-07-07
001A002942,Briostack Digital LLC,briostack.io,Software & SaaS,42,Commercial,United States,North America,7233000.00,2023-05-30
001A002943,Vexstack GmbH,vexstack.net,Media & Marketing,90,Commercial,Switzerland,EMEA - DACH,6596000.00,2022-12-15
001A002944,Runefield Digital plc,runefield.co,Computer Software,758,Mid-Market,United Kingdom,EMEA - UK&I,279227000.00,2023-10-31
001A002945,Granwave S.A.,granwave.de,Healthcare & Life Sciences,4599,Enterprise,Spain,EMEA - South,854328000.00,2023-11-30
001A002946,Runegrid Systems SA,runegrid.eu,E-commerce & Retail,318,Mid-Market,France,EMEA - South,35692000.00,2022-02-10
001A002947,Nexaflow Solutions LLC,nexaflow.io,Media & Marketing,539,Mid-Market,United States,North America,50729000.00,2021-10-23
001A002948,Solvwave Pty Ltd,solvwave.io,Logistics & Transport,1425,Mid-Market,Australia,APAC,266653000.00,2023-09-29
001A002949,Lyradata Ltda,lyradata.de,Manufacturing,148,Commercial,Brazil,LATAM,13489000.00,2022-05-06
001A002950,Piragrid GmbH,piragrid.net,,1136,Mid-Market,Austria,EMEA - DACH,129214000.00,2022-05-27
001A002951,Fjelnet Systems LLC,fjelnet.de,Public Sector,342,Mid-Market,United States,North America,38375000.00,2023-04-28
001A002952,Sellapath Solutions GmbH,sellapath.com,Consulting,126,Commercial,Austria,EMEA - DACH,20726000.00,2022-12-12
001A002953,Opalfield Holding Pvt Ltd,opalfield.de,E-commerce & Retail,173,Commercial,India,APAC,39686000.00,2023-04-12
001A002954,Umbranet A/S,umbranet.io,Manufacturing,8,Commercial,Denmark,EMEA - North,1058000.00,2023-10-28
001A002955,Ternworks SAS,ternworks.de,Financial Services,158,Commercial,France,EMEA - South,22253000.00,2021-12-23
001A002956,Ciragrid GmbH,ciragrid.net,Manufacturing,11,Commercial,Austria,EMEA - DACH,1878000.00,2023-04-05
001A002957,Granworks Solutions AG,granworks.io,Financial Services,10,Commercial,Germany,EMEA - DACH,1021000.00,2022-09-12
001A002958,Bramline Ltd,bramline.io,Logistics & Transport,136,Commercial,United Kingdom,EMEA - UK&I,15298000.00,2023-10-26
001A002959,Orioware Pvt Ltd,orioware.de,Agency,20,Commercial,India,APAC,2418000.00,2023-11-25
001A002960,Pirabridge Inc.,pirabridge.com,Professional Services,100,Commercial,United States,North America,19018000.00,2022-06-14
001A002961,Vexfield Pty Ltd,vexfield.io,Software & SaaS,125,Commercial,Australia,APAC,52510000.00,2022-12-24
001A002962,Halonet Digital SE,halonet.com,Software & SaaS,134,Commercial,Germany,EMEA - DACH,10154000.00,2022-05-11
001A002963,Lumoflow Corp.,lumoflow.net,Media & Marketing,26,Commercial,United States,North America,4802000.00,2021-10-30
001A002964,Zephstack Solutions plc,zephstack.eu,Healthcare & Life Sciences,403,Mid-Market,United Kingdom,EMEA - UK&I,56184000.00,2021-10-18
001A002965,Wendsys Sp. z o.o.,wendsys.com,Telecommunications,89,Commercial,Poland,EMEA - North,12861000.00,2023-10-26
001A002966,Junopath Solutions SA,junopath.de,Healthcare & Life Sciences,199,Commercial,France,EMEA - South,23758000.00,2023-04-19
001A002967,Granbridge Ltd,granbridge.com,Software & SaaS,18,Commercial,United Kingdom,EMEA - UK&I,5712000.00,2023-07-01
001A002968,Fjelnet Systems Corp.,fjelnet.eu,Professional Services,77,Commercial,United States,North America,2874000.00,2023-07-27
001A002969,Piradata AG,piradata.com,Agency,547,Mid-Market,Switzerland,EMEA - DACH,44278000.00,2022-11-16
001A002970,Sellalogic Partners AB,sellalogic.co,Software & SaaS,450,Mid-Market,Sweden,EMEA - North,138473000.00,2022-10-31
001A002971,Xenovik LLC,xenovik.co,Consulting,31,Commercial,United States,North America,9977000.00,2021-08-13
001A002972,Junopath AG,junopath.eu,Software & SaaS,45,Commercial,Germany,EMEA - DACH,20698000.00,2021-12-30
001A002973,Validata Pvt Ltd,validata.net,Financial Services,23,Commercial,India,APAC,4423000.00,2023-11-10
001A002974,Opalmark Oy,opalmark.net,Software & SaaS,38,Commercial,Finland,EMEA - North,8120000.00,2022-08-10
001A002975,Briogrid Solutions Corp.,briogrid.io,Professional Services,13,Commercial,United States,North America,680000.00,2023-06-18
001A002976,Koralogic Corp.,koralogic.eu,Media & Marketing,82,Commercial,United States,North America,13143000.00,2021-09-04
001A002977,Nexasys Group Corp.,nexasys.io,,267,Mid-Market,United States,North America,59764000.00,2023-05-18
001A002978,Fjeldata LLC,fjeldata.com,Media & Marketing,31,Commercial,United States,North America,3701000.00,2023-10-14
001A002979,Quarwave Ltda,quarwave.net,Media & Marketing,88,Commercial,Brazil,LATAM,13322000.00,2021-09-07
001A002980,Junosys Systems Corp.,junosys.net,Ecommerce,73,Commercial,United States,North America,24464000.00,2022-03-25
001A002981,Quartech Partners Ltd,quartech.eu,Software & SaaS,513,Mid-Market,United Kingdom,EMEA - UK&I,196713000.00,2022-04-13
001A002982,Runebridge AG,runebridge.de,Financial Services,41,Commercial,Germany,EMEA - DACH,7623000.00,2022-05-15
001A002983,Brambridge Corp.,brambridge.de,Software & SaaS,43,Commercial,United States,North America,6673000.00,2022-03-19
001A002984,Oriogrid Solutions GmbH,oriogrid.eu,Telecommunications,29,Commercial,Germany,EMEA - DACH,7186000.00,2023-05-27
001A002985,Coballine Ltd,coballine.io,Logistics & Transport,19,Commercial,United Kingdom,EMEA - UK&I,2436000.00,2022-05-09
001A002986,Lyrapoint GmbH,lyrapoint.co,Software & SaaS,228,Commercial,Germany,EMEA - DACH,68251000.00,2023-06-28
001A002987,Miraware Sp. z o.o.,miraware.de,Manufacturing,83,Commercial,Poland,EMEA - North,9692000.00,2021-10-08
001A002988,Strafield GmbH,strafield.io,Fintech,110,Commercial,Austria,EMEA - DACH,27602000.00,2023-01-23
001A002989,Fjellogic Corp.,fjellogic.co,Software & SaaS,719,Mid-Market,United States,North America,113689000.00,2021-09-15
001A002990,Xenoline Systems Corp.,xenoline.eu,E-commerce & Retail,786,Mid-Market,United States,North America,86739000.00,2023-03-17
001A002991,Ternware Group LLC,ternware.io,Software,10,Commercial,United States,North America,1985000.00,2023-07-18
001A002992,Runesys SAS,runesys.eu,Financial Services,274,Mid-Market,France,EMEA - South,34646000.00,2023-03-06
001A002993,Cobalcore Sp. z o.o.,cobalcore.net,E-commerce & Retail,143,Commercial,Poland,EMEA - North,41547000.00,2022-08-20
001A002994,Fjeltech LLC,fjeltech.net,Retail,51,Commercial,United States,North America,4494000.00,2022-03-23
001A002995,Valipath AB,valipath.net,Manufacturing,167,Commercial,Sweden,EMEA - North,30576000.00,2023-12-11
001A002996,Zephtech Group Inc.,zephtech.de,Healthcare & Life Sciences,9,Commercial,United States,North America,928000.00,2023-10-12
001A002997,Mosavik plc,mosavik.eu,E-commerce & Retail,962,Mid-Market,United Kingdom,EMEA - UK&I,316434000.00,2023-04-25
001A002998,Boreaflow Solutions Pte Ltd,boreaflow.eu,Manufacturing,223,Commercial,Singapore,APAC,54784000.00,2022-02-27
001A002999,Umbradata GmbH,umbradata.net,E-commerce & Retail,28,Commercial,Germany,EMEA - DACH,4361000.00,2023-04-16
001A003000,Brioworks Holding Inc.,brioworks.co,Energy & Utilities,42,Commercial,Canada,North America,6659000.00,2022-10-09
001A003001,Nordstack Solutions Corp.,nordstack.net,SaaS,9,Commercial,United States,North America,3956000.00,2021-07-24
001A003002,Briowave plc,briowave.co,Healthcare & Life Sciences,63,Commercial,United Kingdom,EMEA - UK&I,15895000.00,2023-07-29
001A003003,Altopath Corp.,altopath.eu,Software & SaaS,49,Commercial,United States,North America,4982000.00,2023-07-10
001A003004,Brioline Solutions GmbH,brioline.de,E-commerce & Retail,15,Commercial,Germany,EMEA - DACH,4205000.00,2022-05-09
001A003005,Ivenfield Solutions Corp.,ivenfield.com,Healthcare & Life Sciences,334,Mid-Market,United States,North America,38127000.00,2022-01-30
001A003006,Terntech LLC,terntech.de,Media & Marketing,722,Mid-Market,United States,North America,126627000.00,2023-01-30
001A003007,Opalline Solutions GmbH,opalline.de,Energy & Utilities,97,Commercial,Germany,EMEA - DACH,4407000.00,2023-07-10
001A003008,Lyrabridge AG,lyrabridge.eu,Manufacturing,64,Commercial,Germany,EMEA - DACH,16698000.00,2023-09-04
001A003009,Kestpoint Holding Inc.,kestpoint.eu,Financial Services,197,Commercial,United States,North America,21090000.00,2021-08-10
001A003010,Piramark Solutions Ltd,piramark.co,Media & Marketing,99,Commercial,Ireland,EMEA - UK&I,13985000.00,2022-07-21
001A003011,Evofield Ltda,evofield.io,Finance,21,Commercial,Brazil,LATAM,1457000.00,2023-01-27
001A003012,Piraware Inc.,piraware.eu,Manufacturing,38,Commercial,United States,North America,6775000.00,2023-03-20
001A003013,Halogrid Holding Inc.,halogrid.eu,Logistics & Transport,65,Commercial,United States,North America,10849000.00,2023-08-12
001A003014,Kestware plc,kestware.net,E-commerce & Retail,148,Commercial,United Kingdom,EMEA - UK&I,11023000.00,2023-04-21
001A003015,Miratech Holding Inc.,miratech.io,Healthcare & Life Sciences,103,Commercial,United States,North America,16806000.00,2022-01-29
001A003016,Orionet Pty Ltd,orionet.eu,Software & SaaS,140,Commercial,Australia,APAC,19105000.00,2022-10-28
001A003017,Solvware SE,solvware.com,Software & SaaS,11,Commercial,Germany,EMEA - DACH,3668000.00,2021-10-07
001A003018,Solvfield Partners SAS,solvfield.eu,Energy & Utilities,281,Mid-Market,France,EMEA - South,29391000.00,2022-09-21
001A003019,Oriowave Holding plc,oriowave.eu,Software & SaaS,102,Commercial,United Kingdom,EMEA - UK&I,21754000.00,2022-07-05
001A003020,Stramark N.V.,stramark.eu,E-commerce & Retail,5203,Enterprise,Netherlands,EMEA - North,344518000.00,2022-04-09
001A003021,Opalbridge Inc.,opalbridge.de,Manufacturing,57,Commercial,United States,North America,9568000.00,2023-07-24
001A003022,Cirastack AB,cirastack.de,E-Commerce,166,Commercial,Sweden,EMEA - North,32916000.00,2022-10-16
001A003023,Oriocore Inc.,oriocore.com,Software & SaaS,7987,Enterprise,United States,North America,1631800000.00,2021-11-10
001A003024,Mosanet SAS,mosanet.de,Software & SaaS,136,Commercial,France,EMEA - South,20263000.00,2022-09-08
001A003025,Opalvik SE,opalvik.eu,Manufacturing,92,Commercial,Germany,EMEA - DACH,41607000.00,2023-05-21
001A003026,Oriovik Solutions plc,oriovik.net,Manufacturing,24,Commercial,United Kingdom,EMEA - UK&I,3093000.00,2022-08-06
001A003027,Ivenlabs Inc.,ivenlabs.com,Media & Marketing,1065,Mid-Market,Canada,North America,227509000.00,2022-05-15
001A003028,Vexstack LLC,vexstack.co,Financial Services,19,Commercial,United States,North America,2517000.00,2021-09-19
001A003029,Valimark N.V.,valimark.io,Telecommunications,195,Commercial,Netherlands,EMEA - North,18872000.00,2022-02-14
001A003030,Oriovik LLC,oriovik.de,Financial Services,50,Commercial,United States,North America,3923000.00,2023-10-02
001A003031,Boreaflow Digital AG,boreaflow.eu,,76,Commercial,Germany,EMEA - DACH,7025000.00,2022-07-25
001A003032,Deltalabs plc,deltalabs.com,Telecommunications,13,Commercial,United Kingdom,EMEA - UK&I,2989000.00,2022-05-14
001A003033,Kestdata plc,kestdata.com,Logistics & Transport,800,Mid-Market,United Kingdom,EMEA - UK&I,283800000.00,2022-03-03
001A003034,Mirafield K.K.,mirafield.io,Financial Services,67,Commercial,Japan,APAC,15377000.00,2023-11-29
001A003035,Kestlabs Digital Inc.,kestlabs.io,E-commerce & Retail,17,Commercial,United States,North America,2225000.00,2023-04-23
001A003036,Nordpath Holding Corp.,nordpath.eu,Logistics & Transport,695,Mid-Market,United States,North America,76276000.00,2023-05-13
001A003037,Sellamark AG,sellamark.io,,48,Commercial,Germany,EMEA - DACH,8475000.00,2023-07-06
001A003038,Opalware GmbH,opalware.net,Financial Services,169,Commercial,Switzerland,EMEA - DACH,14476000.00,2022-01-20
001A003039,Lyraware Holding LLC,lyraware.net,Healthcare & Life Sciences,369,Mid-Market,United States,North America,100331000.00,2022-11-14
001A003040,Fjelflow N.V.,fjelflow.eu,Logistics & Transport,209,Commercial,Netherlands,EMEA - North,41739000.00,2023-02-10
001A003041,Boreagrid Digital Pvt Ltd,boreagrid.de,Healthcare & Life Sciences,5,Commercial,India,APAC,448000.00,2022-08-27
001A003042,Nexaware Inc.,nexaware.eu,Manufacturing,294,Mid-Market,United States,North America,115102000.00,2023-12-08
001A003043,Vexnet S.r.l.,vexnet.com,Energy & Utilities,87,Commercial,Italy,EMEA - South,6751000.00,2023-06-06
001A003044,Bramworks Corp.,bramworks.net,,62,Commercial,United States,North America,10233000.00,2022-09-26
001A003045,Lyraworks Partners Pte Ltd,lyraworks.de,Media & Marketing,86,Commercial,Singapore,APAC,22692000.00,2023-07-03
001A003046,Deltalogic S.p.A.,deltalogic.de,Software & SaaS,10,Commercial,Italy,EMEA - South,2486000.00,2022-12-04
001A003047,Astergrid Holding Inc.,astergrid.net,Media & Marketing,136,Commercial,United States,North America,14955000.00,2023-03-18
001A003048,Grancore Pvt Ltd,grancore.com,Healthcare & Life Sciences,14,Commercial,India,APAC,1749000.00,2021-09-19
001A003049,Opalwave Ltd,opalwave.com,Financial Services,66,Commercial,United Kingdom,EMEA - UK&I,5951000.00,2021-11-01
001A003050,Ivenfield Ltda,ivenfield.co,Healthcare & Life Sciences,129,Commercial,Brazil,LATAM,23535000.00,2021-09-06
001A003051,Lyraware Group AG,lyraware.net,Education,528,Mid-Market,Germany,EMEA - DACH,138182000.00,2023-01-26
001A003052,Boreavik Corp.,boreavik.net,Manufacturing,30,Commercial,United States,North America,1527000.00,2023-04-26
001A003053,Umbraworks LLC,umbraworks.net,Software & SaaS,946,Mid-Market,United States,North America,211280000.00,2022-09-25
001A003054,Terndata Partners LLC,terndata.de,Computer Software,434,Mid-Market,United States,North America,51692000.00,2021-12-24
001A003055,Kestsys Oyj,kestsys.co,Professional Services,53,Commercial,Finland,EMEA - North,8020000.00,2022-01-07
001A003056,Asterbridge Inc.,asterbridge.eu,Professional Services,20,Commercial,United States,North America,1689000.00,2022-09-25
001A003057,Xenoworks Digital GmbH,xenoworks.io,E-commerce & Retail,13,Commercial,Austria,EMEA - DACH,1435000.00,2022-08-12
001A003058,Quarworks Ltd,quarworks.net,Finance,154,Commercial,United Kingdom,EMEA - UK&I,81432000.00,2022-09-02
001A003059,Deltastack plc,deltastack.net,Media & Marketing,34,Commercial,United Kingdom,EMEA - UK&I,4441000.00,2022-11-09
001A003060,Nexabridge Partners Corp.,nexabridge.com,Financial Services,640,Mid-Market,United States,North America,101733000.00,2023-09-21
001A003061,Altobridge S.r.l.,altobridge.de,Software & SaaS,37,Commercial,Italy,EMEA - South,3419000.00,2023-03-07
001A003062,Yaraworks Systems Ltd,yaraworks.de,E-commerce & Retail,27,Commercial,United Kingdom,EMEA - UK&I,20348000.00,2021-12-10
001A003063,Opalworks Partners Ltda,opalworks.eu,Healthcare & Life Sciences,145,Commercial,Brazil,LATAM,30683000.00,2021-11-14
001A003064,Stralogic Group B.V.,stralogic.de,Energy & Utilities,36,Commercial,Netherlands,EMEA - North,5686000.00,2022-07-05
001A003065,Xenofield S.p.A.,xenofield.net,Professional Services,103,Commercial,Italy,EMEA - South,28627000.00,2021-08-04
001A003066,Piraware S.L.,piraware.de,Software & SaaS,461,Mid-Market,Spain,EMEA - South,91268000.00,2021-08-25
001A003067,Halovik GmbH,halovik.de,Logistics & Transport,121,Commercial,Switzerland,EMEA - DACH,17461000.00,2022-10-07
001A003068,Umbraware LLC,umbraware.io,Financial Services,122,Commercial,United States,North America,18074000.00,2022-01-27
001A003069,Boreatech S.p.A.,boreatech.net,Telecommunications,139,Commercial,Italy,EMEA - South,8832000.00,2023-06-27
001A003070,Miramark AG,miramark.de,E-commerce & Retail,9,Commercial,Germany,EMEA - DACH,1156000.00,2022-11-08
001A003071,Coballine Pty Ltd,coballine.de,Public Sector,185,Commercial,Australia,APAC,21858000.00,2022-12-25
001A003072,Veragrid LLC,veragrid.eu,Education,129,Commercial,United States,North America,25025000.00,2021-11-21
001A003073,Quarmark Systems Corp.,quarmark.eu,Education,399,Mid-Market,United States,North America,56224000.00,2022-12-23
001A003074,Zephpath Ltda,zephpath.eu,Software & SaaS,256,Mid-Market,Brazil,LATAM,61810000.00,2023-03-21
001A003075,Ternvik Holding Pvt Ltd,ternvik.com,Logistics & Transport,75,Commercial,India,APAC,12740000.00,2023-01-20
001A003076,Wendline SAS,wendline.net,Media & Marketing,495,Mid-Market,France,EMEA - South,47810000.00,2021-11-16
001A003077,Yarapath Corp.,yarapath.eu,E-commerce & Retail,65,Commercial,United States,North America,25408000.00,2022-06-22
001A003078,Asterflow Holding Inc.,asterflow.eu,Manufacturing,148,Commercial,United States,North America,18778000.00,2023-09-19
001A003079,Wendbridge Digital plc,wendbridge.co,Professional Services,63,Commercial,United Kingdom,EMEA - UK&I,14057000.00,2023-12-09
001A003080,Cobalstack plc,cobalstack.eu,,206,Commercial,United Kingdom,EMEA - UK&I,15009000.00,2023-03-05
001A003081,Kestware Group SE,kestware.eu,Media & Marketing,58,Commercial,Germany,EMEA - DACH,14731000.00,2021-12-24
001A003082,Norddata Solutions Corp.,norddata.io,Retail,1281,Mid-Market,United States,North America,76804000.00,2021-11-11
001A003083,Nordline Partners LLC,nordline.de,Professional Services,2271,Enterprise,United States,North America,1161712000.00,2023-08-14
001A003084,Stranet LLC,stranet.com,software,388,Mid-Market,United States,North America,93621000.00,2023-12-11
001A003085,Keststack SAS,keststack.com,E-commerce & Retail,1087,Mid-Market,France,EMEA - South,152640000.00,2023-05-11
001A003086,Solvlogic Group Ltd,solvlogic.co,Media & Marketing,11,Commercial,United Kingdom,EMEA - UK&I,2480000.00,2021-11-11
001A003087,Halogrid Partners S.p.A.,halogrid.eu,Professional Services,13,Commercial,Italy,EMEA - South,972000.00,2022-12-13
001A003088,Xenofield Sp. z o.o.,xenofield.eu,Media & Marketing,62,Commercial,Poland,EMEA - North,8786000.00,2023-11-26
001A003089,Kestcore Pvt Ltd,kestcore.eu,Manufacturing,108,Commercial,India,APAC,27018000.00,2022-10-07
001A003090,Stralabs Ltda,stralabs.de,E-commerce & Retail,75,Commercial,Brazil,LATAM,16924000.00,2022-05-18
001A003091,Junofield Systems Pvt Ltd,junofield.co,Media & Marketing,10,Commercial,India,APAC,1593000.00,2023-10-06
001A003092,Lyrapoint Partners Ltd,lyrapoint.eu,Software & SaaS,595,Mid-Market,Canada,North America,115044000.00,2022-06-06
001A003093,Junowave Holding Pty Ltd,junowave.com,Energy & Utilities,2807,Enterprise,Australia,APAC,858931000.00,2022-01-11
001A003094,Nordlabs Systems S.p.A.,nordlabs.co,Telecommunications,727,Mid-Market,Italy,EMEA - South,179497000.00,2023-11-11
001A003095,Fjelnet GmbH,fjelnet.de,Education,537,Mid-Market,Germany,EMEA - DACH,27834000.00,2023-11-14
001A003096,Umbradata Holding AG,umbradata.io,Education,143,Commercial,Germany,EMEA - DACH,22774000.00,2021-12-08
001A003097,Verawave Digital B.V.,verawave.co,Manufacturing,29,Commercial,Netherlands,EMEA - North,4692000.00,2022-11-08
001A003098,Haloflow Ltd,haloflow.de,Manufacturing,113,Commercial,United Kingdom,EMEA - UK&I,8538000.00,2023-10-16
001A003099,Lyraworks AG,lyraworks.co,Logistics & Transport,2603,Enterprise,Switzerland,EMEA - DACH,221043000.00,2023-09-02
001A003100,Valisys Pty Ltd,valisys.eu,Financial Services,60,Commercial,Australia,APAC,23573000.00,2021-11-26
001A003101,Keststack plc,keststack.co,Logistics & Transport,51,Commercial,United Kingdom,EMEA - UK&I,5279000.00,2021-11-23
001A003102,Junodata Holding Pty Ltd,junodata.co,Software & SaaS,556,Mid-Market,Australia,APAC,69002000.00,2021-07-31
001A003103,Cirabridge Group Inc.,cirabridge.de,Education,616,Mid-Market,United States,North America,60998000.00,2022-04-19
001A003104,Pirapoint Holding Inc.,pirapoint.com,Healthcare & Life Sciences,29,Commercial,United States,North America,5946000.00,2022-05-07
001A003105,Halotech Inc.,halotech.de,Logistics & Transport,68,Commercial,United States,North America,12865000.00,2021-10-14
001A003106,Runelogic SA,runelogic.co,,48,Commercial,France,EMEA - South,24574000.00,2021-09-16
001A003107,Ivenfield Inc.,ivenfield.de,Agency,113,Commercial,United States,North America,13104000.00,2023-12-09
001A003108,Piralogic AG,piralogic.com,Public Sector,552,Mid-Market,Switzerland,EMEA - DACH,120919000.00,2022-06-18
001A003109,Talatech Pvt Ltd,talatech.co,E-commerce & Retail,31,Commercial,India,APAC,1599000.00,2022-02-19
001A003110,Mosanet Ltd,mosanet.co,Financial Services,541,Mid-Market,Ireland,EMEA - UK&I,36962000.00,2021-08-02
001A003111,Nexasys Partners Ltd,nexasys.net,Software & SaaS,118,Commercial,United Kingdom,EMEA - UK&I,41972000.00,2023-11-14
001A003112,Haloflow Holding LLC,haloflow.net,Healthcare & Life Sciences,3663,Enterprise,United States,North America,1137405000.00,2022-01-14
001A003113,Zephwave Corp.,zephwave.co,Consulting,165,Commercial,United States,North America,34457000.00,2022-08-20
001A003114,Lyrafield S.p.A.,lyrafield.com,,88,Commercial,Italy,EMEA - South,27679000.00,2022-04-30
001A003115,Astergrid Systems Inc.,astergrid.eu,Software & SaaS,244,Commercial,United States,North America,20475000.00,2021-07-16
001A003116,Runemark GmbH,runemark.de,Software & SaaS,61,Commercial,Austria,EMEA - DACH,26308000.00,2021-07-25
001A003117,Yarastack Corp.,yarastack.co,Education,8,Commercial,United States,North America,688000.00,2023-07-21
001A003118,Bramflow plc,bramflow.eu,Professional Services,71,Commercial,United Kingdom,EMEA - UK&I,13799000.00,2022-10-23
001A003119,Bramstack Group plc,bramstack.co,Software & SaaS,69,Commercial,United Kingdom,EMEA - UK&I,58246000.00,2022-12-26
001A003120,Oriovik GmbH,oriovik.de,Software & SaaS,10,Commercial,Austria,EMEA - DACH,942000.00,2022-10-23
001A003121,Boreapoint SA,boreapoint.net,Software & SaaS,91,Commercial,France,EMEA - South,32699000.00,2022-12-20
001A003122,Oriocore SA,oriocore.de,Logistics & Transport,6,Commercial,France,EMEA - South,1714000.00,2021-11-26
001A003123,Boreadata S.r.l.,boreadata.co,Media & Marketing,60,Commercial,Italy,EMEA - South,6970000.00,2021-10-23
001A003124,Opalfield GmbH,opalfield.co,Professional Services,147,Commercial,Switzerland,EMEA - DACH,82423000.00,2022-05-05
001A003125,Wendbridge AG,wendbridge.eu,Agency,118,Commercial,Switzerland,EMEA - DACH,10926000.00,2022-05-30
001A003126,Cobalware Sp. z o.o.,cobalware.net,Logistics & Transport,55,Commercial,Poland,EMEA - North,8609000.00,2023-08-25
001A003127,Talavik GmbH,talavik.io,E-commerce & Retail,89,Commercial,Germany,EMEA - DACH,20926000.00,2023-02-24
001A003128,Boreapath Corp.,boreapath.net,E-commerce & Retail,32,Commercial,United States,North America,4835000.00,2023-03-30
001A003129,Briosys Group Pvt Ltd,briosys.co,E-commerce & Retail,103,Commercial,India,APAC,106404000.00,2023-09-20
001A003130,Runedata S.L.,runedata.io,Energy & Utilities,111,Commercial,Spain,EMEA - South,8348000.00,2022-07-24
001A003131,Umbraflow Holding Pvt Ltd,umbraflow.co,Healthcare & Life Sciences,27,Commercial,India,APAC,11405000.00,2022-06-03
